LatMin,LonMin,LatMax,LonMax,class
32.65633,121.5765,32.65956,121.5802,WIND
32.65507,121.5707,32.65777,121.5741,WIND
32.65345,121.565,32.65615,121.5687,WIND
32.65166,121.5583,32.65399,121.5628,WIND
32.64986,121.5531,32.6522,121.5569,WIND
32.64824,121.547,32.65076,121.5508,WIND
32.64609,121.5409,32.64896,121.5454,WIND
32.64483,121.5355,32.64735,121.5396,WIND
32.63549,121.542,32.63836,121.5465,WIND
32.63531,121.5472,32.638,121.5513,WIND
32.63513,121.5522,32.638,121.556,WIND
32.63495,121.5565,32.638,121.5603,WIND
32.63513,121.5608,32.63836,121.565,WIND
32.63549,121.5653,32.638,121.5693,WIND
32.63513,121.5698,32.63836,121.5741,WIND
32.63495,121.5745,32.63836,121.5784,WIND
32.63459,121.579,32.63782,121.5829,WIND
32.63477,121.5835,32.638,121.5876,WIND
32.63459,121.5883,32.638,121.5925,WIND
32.63477,121.593,32.638,121.5964,WIND
32.63459,121.5971,32.63764,121.6013,WIND
32.63423,121.6018,32.63764,121.6056,WIND
32.63459,121.6063,32.638,121.6101,WIND
32.64519,121.6014,32.64807,121.6058,WIND
32.64717,121.6077,32.6504,121.6124,WIND
32.64896,121.6144,32.6522,121.6185,WIND
32.65076,121.6207,32.65417,121.625,WIND
32.65274,121.6268,32.65597,121.6309,WIND
32.65489,121.6329,32.65777,121.6367,WIND
32.65633,121.6381,32.65956,121.6422,WIND
32.6583,121.6429,32.66154,121.6471,WIND
32.65938,121.6485,32.6628,121.6523,WIND
32.66136,121.6532,32.66441,121.657,WIND
32.66298,121.6582,32.66603,121.6616,WIND
32.66405,121.6625,32.66747,121.6659,WIND
32.64375,121.653,32.64717,121.6566,WIND
32.64537,121.6579,32.6486,121.662,WIND
32.64645,121.6632,32.64986,121.6668,WIND
32.64753,121.6679,32.6513,121.6721,WIND
32.6495,121.6724,32.65328,121.6762,WIND
32.63441,121.6108,32.638,121.6155,WIND
32.63369,121.6156,32.63764,121.6199,WIND
32.63387,121.6203,32.63764,121.6243,WIND
32.63369,121.6248,32.63746,121.6289,WIND
32.63369,121.6295,32.63764,121.6332,WIND
32.63333,121.634,32.63728,121.6381,WIND
32.63315,121.6386,32.6371,121.6426,WIND
32.63279,121.6428,32.63746,121.6474,WIND
32.63297,121.6476,32.6371,121.6514,WIND
32.63279,121.6521,32.6371,121.6564,WIND
32.63243,121.6571,32.6371,121.6609,WIND
32.63225,121.6615,32.63728,121.6656,WIND
32.63225,121.6661,32.6371,121.6697,WIND
32.63279,121.6701,32.6371,121.6744,WIND
32.63243,121.6753,32.63675,121.6785,WIND
32.63297,121.6792,32.63639,121.6825,WIND
32.63261,121.6839,32.63675,121.688,WIND
32.65597,121.5276,32.65974,121.5319,WIND
32.65453,121.5235,32.65795,121.5269,WIND
32.65292,121.519,32.65633,121.5224,WIND
32.6513,121.5141,32.65507,121.5177,WIND
32.64321,121.5294,32.64609,121.5341,WIND
32.63297,121.7265,32.63639,121.7303,WIND
32.63243,121.7313,32.63585,121.7346,WIND
32.63243,121.7357,32.63567,121.7389,WIND
32.6319,121.7398,32.63567,121.7432,WIND
32.63136,121.7439,32.63567,121.7475,WIND
32.63118,121.7482,32.63531,121.752,WIND
32.63082,121.7529,32.63549,121.7563,WIND
32.63118,121.7565,32.63549,121.7608,WIND
32.63082,121.7613,32.63495,121.7651,WIND
32.6301,121.7655,32.63513,121.7692,WIND
32.63028,121.7698,32.63513,121.7739,WIND
32.6301,121.7743,32.63477,121.7777,WIND
32.6301,121.7781,32.63477,121.7824,WIND
32.63028,121.7827,32.63441,121.7856,WIND
32.63064,121.7861,32.63441,121.7903,WIND
32.6301,121.7908,32.63441,121.7949,WIND
32.62974,121.7957,32.63387,121.7989,WIND
32.62974,121.7996,32.63441,121.8037,WIND
32.62956,121.8041,32.63387,121.8084,WIND
32.62902,121.8091,32.63459,121.8127,WIND
32.62902,121.8129,32.63315,121.8163,WIND
32.6292,121.8169,32.63279,121.821,WIND
32.6292,121.8214,32.63297,121.8251,WIND
32.62884,121.8253,32.63315,121.8291,WIND
32.62902,121.8296,32.63279,121.8328,WIND
32.62848,121.8336,32.63279,121.8368,WIND
32.62866,121.8373,32.63208,121.8417,WIND
32.64321,121.7207,32.64681,121.7245,WIND
32.64429,121.7245,32.64878,121.7285,WIND
32.64591,121.7295,32.64968,121.7328,WIND
32.64753,121.7333,32.6513,121.7362,WIND
32.64789,121.7373,32.65256,121.7405,WIND
32.64771,121.7425,32.65184,121.7455,WIND
32.64753,121.7477,32.65166,121.7506,WIND
32.64753,121.7531,32.65166,121.756,WIND
32.64753,121.7578,32.65166,121.7613,WIND
32.64735,121.7631,32.65184,121.7664,WIND
32.64681,121.7689,32.65094,121.7721,WIND
32.64609,121.7732,32.6513,121.7779,WIND
32.64627,121.7793,32.65094,121.7831,WIND
32.64573,121.7854,32.65076,121.7894,WIND
32.64609,121.7912,32.6504,121.7946,WIND
32.64609,121.7967,32.6504,121.8003,WIND
32.64591,121.8021,32.65058,121.8059,WIND
32.64591,121.8075,32.65004,121.8118,WIND
32.64519,121.8133,32.64932,121.817,WIND
32.64501,121.819,32.6495,121.8231,WIND
32.64447,121.8239,32.64932,121.8284,WIND
32.64429,121.8307,32.6486,121.8348,WIND
32.64465,121.8357,32.64842,121.8397,WIND
32.64429,121.8417,32.64824,121.846,WIND
32.66334,121.7815,32.66693,121.7852,WIND
32.66298,121.786,32.66675,121.7903,WIND
32.66316,121.791,32.66657,121.7953,WIND
32.66226,121.796,32.66639,121.8007,WIND
32.66208,121.8016,32.66639,121.805,WIND
32.66208,121.8057,32.66621,121.8111,WIND
32.6619,121.8115,32.66603,121.8161,WIND
32.66136,121.8169,32.66585,121.8212,WIND
32.6619,121.8219,32.66567,121.826,WIND
32.66154,121.8266,32.66567,121.8318,WIND
32.661,121.8323,32.66531,121.8366,WIND
32.661,121.8373,32.66531,121.8411,WIND
32.66064,121.8422,32.66477,121.847,WIND
32.66046,121.8479,32.66459,121.8523,WIND
32.66064,121.8532,32.66423,121.8573,WIND
32.66064,121.858,32.66405,121.8618,WIND
32.67753,121.8269,32.68148,121.8311,WIND
32.67753,121.8316,32.68148,121.8357,WIND
32.67771,121.8361,32.68112,121.8393,WIND
32.67663,121.8404,32.6813,121.8449,WIND
32.67699,121.8452,32.68112,121.849,WIND
32.67681,121.8492,32.6813,121.8532,WIND
32.67627,121.8537,32.68076,121.8569,WIND
32.67627,121.8576,32.68058,121.8616,WIND
32.67591,121.862,32.68094,121.8664,WIND
32.66028,121.863,32.66369,121.8664,WIND
32.64465,121.8483,32.64824,121.8514,WIND
32.62848,121.8429,32.6319,121.8461,WIND
32.62812,121.8469,32.63154,121.8503,WIND
32.62812,121.8514,32.63154,121.8551,WIND
32.62776,121.8562,32.63136,121.8589,WIND
32.62776,121.8598,32.63136,121.8634,WIND
32.64447,121.8532,32.64824,121.8566,WIND
32.64411,121.858,32.6486,121.8612,WIND
32.64303,121.8632,32.64807,121.8664,WIND
32.64321,121.8684,32.64771,121.8717,WIND
32.62722,121.8643,32.63136,121.8675,WIND
32.62669,121.8681,32.63136,121.8715,WIND
32.65902,121.8677,32.66405,121.8717,WIND
32.65974,121.8736,32.66369,121.8767,WIND
32.64357,121.8735,32.64699,121.8765,WIND
32.64375,121.8787,32.64717,121.8815,WIND
32.64303,121.8833,32.64645,121.8871,WIND
32.62722,121.8726,32.63064,121.876,WIND
32.62686,121.8765,32.63064,121.8803,WIND
32.62651,121.8805,32.63064,121.8842,WIND
32.62651,121.8851,32.6301,121.8882,WIND
32.62651,121.8891,32.63064,121.893,WIND
32.62543,121.8941,32.6301,121.8991,WIND
32.71544,121.688,32.71957,121.6918,WIND
32.70466,121.6949,32.70789,121.6985,WIND
32.71741,121.6933,32.72083,121.6968,WIND
32.71867,121.6981,32.72245,121.7019,WIND
32.72047,121.7026,32.72442,121.7064,WIND
32.72137,121.7078,32.7255,121.7116,WIND
32.72352,121.7123,32.72748,121.7164,WIND
32.7246,121.7175,32.72873,121.7218,WIND
32.72568,121.722,32.73035,121.7267,WIND
32.72873,121.7276,32.73233,121.7317,WIND
32.70699,121.703,32.70987,121.7064,WIND
32.70897,121.7101,32.71238,121.7137,WIND
32.71238,121.7179,32.71562,121.7215,WIND
32.7149,121.7258,32.71741,121.7294,WIND
32.69118,121.7026,32.69532,121.7064,WIND
32.69424,121.7105,32.69783,121.7143,WIND
32.69675,121.7191,32.70017,121.7225,WIND
32.68058,121.7091,32.68346,121.7128,WIND
32.6813,121.7139,32.68525,121.718,WIND
32.6831,121.7191,32.68723,121.7229,WIND
32.68472,121.7242,32.68885,121.7274,WIND
32.68687,121.7292,32.691,121.7321,WIND
32.69981,121.7276,32.70286,121.7317,WIND
32.68885,121.7333,32.69226,121.7365,WIND
32.68957,121.7373,32.6937,121.7419,WIND
32.6919,121.7428,32.6955,121.7463,WIND
32.70232,121.7351,32.7061,121.7387,WIND
32.71759,121.7335,32.72047,121.7367,WIND
32.70484,121.743,32.70843,121.747,WIND
32.6937,121.748,32.69747,121.7515,WIND
32.69514,121.7524,32.69927,121.756,WIND
32.70789,121.7518,32.71167,121.7551,WIND
32.69639,121.7572,32.70053,121.7612,WIND
32.69837,121.7621,32.7025,121.7662,WIND
32.70017,121.7667,32.70376,121.7709,WIND
32.70125,121.7716,32.70592,121.775,WIND
32.70394,121.7764,32.70771,121.7806,WIND
32.70466,121.7818,32.70897,121.7851,WIND
32.71095,121.7594,32.714,121.7635,WIND
32.71975,121.7405,32.72316,121.7455,WIND
32.72945,121.7324,32.73376,121.7362,WIND
32.73125,121.7373,32.73538,121.7412,WIND
32.73304,121.7421,32.73664,121.7455,WIND
32.73484,121.7468,32.73844,121.7502,WIND
32.73646,121.7525,32.73951,121.7558,WIND
32.72245,121.7486,32.72568,121.7522,WIND
32.72478,121.7563,32.72801,121.7601,WIND
32.73808,121.7569,32.74131,121.761,WIND
32.73969,121.7617,32.74329,121.766,WIND
32.74059,121.7671,32.74472,121.7709,WIND
32.72712,121.7637,32.73089,121.7675,WIND
32.714,121.768,32.71688,121.7709,WIND
32.71634,121.7761,32.71975,121.7802,WIND
32.72963,121.7712,32.73322,121.7759,WIND
32.74275,121.7721,32.7467,121.7754,WIND
32.74418,121.7766,32.74814,121.78,WIND
32.73215,121.7788,32.73628,121.7827,WIND
32.71975,121.7842,32.72263,121.7883,WIND
32.70645,121.7863,32.71077,121.7896,WIND
32.70879,121.791,32.71292,121.7944,WIND
32.71023,121.7957,32.714,121.7991,WIND
32.71149,121.8005,32.71562,121.8037,WIND
32.71274,121.8045,32.7167,121.8088,WIND
32.71472,121.8102,32.71867,121.814,WIND
32.71634,121.8152,32.72137,121.8192,WIND
32.72191,121.7928,32.72622,121.7969,WIND
32.72478,121.8003,32.72819,121.8045,WIND
32.72765,121.8086,32.73107,121.8129,WIND
32.73448,121.7865,32.73808,121.7908,WIND
32.73736,121.794,32.74167,121.7984,WIND
32.73987,121.8021,32.74311,121.8057,WIND
32.74562,121.7815,32.74903,121.7849,WIND
32.74742,121.7867,32.75083,121.7903,WIND
32.74868,121.7919,32.75245,121.7951,WIND
32.75083,121.796,32.75424,121.7993,WIND
32.76251,121.8388,32.76574,121.8422,WIND
32.76431,121.844,32.76718,121.8474,WIND
32.76539,121.8492,32.76826,121.8523,WIND
32.76646,121.8542,32.77023,121.858,WIND
32.76826,121.8594,32.77167,121.8623,WIND
32.76952,121.8638,32.77329,121.867,WIND
32.7706,121.8686,32.77473,121.8718,WIND
32.77257,121.874,32.77634,121.8772,WIND
32.77401,121.8785,32.77832,121.8824,WIND
32.77545,121.8842,32.77958,121.8878,WIND
32.7767,121.8894,32.78084,121.8925,WIND
32.77868,121.8952,32.78263,121.8993,WIND
32.78048,121.9009,32.78407,121.9051,WIND
32.78191,121.9062,32.78533,121.9108,WIND
32.78371,121.9114,32.78784,121.9162,WIND
32.78479,121.9171,32.78928,121.9218,WIND
32.78641,121.9227,32.79054,121.927,WIND
32.78784,121.9283,32.79198,121.9326,WIND
32.79,121.9335,32.79431,121.9385,WIND
32.79144,121.9396,32.79593,121.9437,WIND
32.79341,121.9451,32.79754,121.9487,WIND
32.79539,121.9505,32.79844,121.9543,WIND
32.74993,121.8422,32.75407,121.8472,WIND
32.73969,121.8483,32.74293,121.8517,WIND
32.75389,121.8542,32.75784,121.8582,WIND
32.74293,121.8585,32.74598,121.8618,WIND
32.7564,121.865,32.76035,121.869,WIND
32.75982,121.8756,32.76323,121.8794,WIND
32.76305,121.8871,32.76772,121.8912,WIND
32.74544,121.869,32.74921,121.8733,WIND
32.74903,121.8792,32.75263,121.8839,WIND
32.75227,121.8916,32.75712,121.8968,WIND
32.76808,121.9006,32.77167,121.9058,WIND
32.75604,121.9047,32.76017,121.9101,WIND
32.77095,121.9144,32.77562,121.9193,WIND
32.75982,121.9184,32.76449,121.9234,WIND
32.77562,121.9279,32.77958,121.9326,WIND
32.76467,121.9326,32.76772,121.9372,WIND
32.77958,121.9414,32.78281,121.9464,WIND
32.78389,121.955,32.78784,121.9597,WIND
32.76826,121.9459,32.77239,121.9514,WIND
32.77239,121.9595,32.77527,121.9633,WIND
