Date,Time,MMSI,Lon,Lat,COG,SOG,VesselName,VesselType,DimA,DimB,DimC,DimD
2023-12-09,09:23:41,440112050.0,129.00039375416466,35.053526889332154,82.30000000000001,0.05144,BO HAE 1 HO,Unknown,27.0,4.0,3.0,4.0
2023-12-09,09:23:42,440112590.0,129.06618,35.10888166666667,202.5,0.0,LYDIA OLDENDORFF,Cargo,0.0,0.0,0.0,0.0
2023-12-09,09:23:42,440112730.0,128.99925981464784,35.082874694098464,140.1,0.05144,SONGWON,Tanker,12.0,16.0,3.0,5.0
2023-12-09,09:23:42,440114300.0,129.04988333333333,35.1201,74.10000000000001,0.0,KING NO.7,TugTow,31.0,15.0,2.0,7.0
2023-12-09,09:23:41,440115000.0,129.17694270222694,35.01230431482064,38.0,6.06992,SINO TRADER@@@@@@@@@,Cargo,63.0,21.0,4.0,10.0
2023-12-09,09:23:42,440116550.0,129.06929479219167,35.11083268394051,189.0,0.05144,-,-,13.0,14.0,4.0,5.0
2023-12-09,09:23:41,440117010.0,129.06044687843473,35.03451221625797,139.20000000000002,0.15431999999999998,ORYONG 325,Fishing,0.0,0.0,0.0,0.0
2023-12-09,09:23:42,440118750.0,129.06871166666667,35.110013333333335,234.5,0.0,-,-,10.0,13.0,4.0,4.0
2023-12-09,09:23:42,440118970.0,129.0664966666667,35.10870666666667,322.0,0.0,-,-,12.0,18.0,3.0,5.0
2023-12-09,09:23:42,440119550.0,129.03590833333334,35.09388,8.9,0.0,KOREA7,TugTow,10.0,30.0,5.0,7.0
2023-12-09,09:23:42,440120000.0,129.08633166666667,35.0885,360.0,0.0,JANG SUNG,Unknown,95.0,18.0,5.0,13.0
2023-12-09,09:23:39,440120860.0,128.86958723689932,34.86964669417413,219.1,5.144,NAVIOS GALAXY I,Cargo,30.0,10.0,3.0,4.0
2023-12-09,09:23:42,440120970.0,129.15507920110434,35.12591016863568,151.5,5.5555200000000005,SUNJIN NO.801,TugTow,0.0,0.0,0.0,0.0
2023-12-09,09:23:42,440121190.0,129.0262181657045,35.08688097543294,253.7,0.05144,HYUNDAI VOYAGER,Cargo,30.0,10.0,3.0,5.0
2023-12-09,09:23:43,440121350.0,129.23180587590775,35.17255444264169,212.2,3.2407199999999996,NO2 YOUNG HEUNG,TugTow,10.0,24.0,3.0,3.0
